SYNSET_ID	TEXT	PARENTS	PARENT_TEXTS
131907-V	ЗАПУСТИТЬ КОСМИЧЕСКИЙ АППАРАТ, ЗАПУСКАТЬ КОСМИЧЕСКИЙ АППАРАТ	['153663-V', '107440-V']	['ЗАПУСТИТЬСЯ, ЗАПУСКАТЬ, ЗАПУСТИТЬ', 'ПРИВОДИТЬ В ДЕЙСТВИЕ, ПУСТИТЬ, ПУСКАТЬ, ПРОИЗВОДИТЬ ЗАПУСК, ПРОИЗВЕСТИ ЗАПУСК, ПРИВОДИТЬСЯ В ДЕЙСТВИЕ, ПРИВЕСТИ В ДЕЙСТВИЕ, ОСУЩЕСТВЛЯТЬ ЗАПУСК, ОСУЩЕСТВИТЬ ЗАПУСК, ЗАПУСТИТЬСЯ, ЗАПУСТИТЬ В РАБОТУ, ЗАПУСТИТЬ В ДЕЙСТВИЕ, ЗАПУСТИТЬ, ЗАПУСКАТЬ В РАБОТУ, ЗАПУСКАТЬ В ДЕЙСТВИЕ, ЗАПУСКАТЬ']
141902-V	ОНАНИРОВАТЬ, МАСТУРБИРОВАТЬ	['121499-V', '135194-V']	['АКТИВИЗИРОВАТЬ', 'СТИМУЛИРОВАТЬ']
152828-V	ПЫРНУТЬ, УДАРИТЬ НОЖОМ, ПЫРНУТЬ НОЖОМ	['111963-V', '107404-V']	['КАСАТЬСЯ, ДОТРОНУТЬСЯ, КОНТАКТИРОВАТЬ, КОСНУТЬСЯ, ДОТРАГИВАТЬСЯ', 'ЗАКАТИТЬ, УДАРЯТЬ, УДАРИТЬ, ПОДДАТЬ, ПОБИТЬ, НАПОДДАТЬ, НАПОДДАВАТЬ, НАНОСИТЬ УДАР, НАНЕСТИ УДАР, МУТУЗИТЬ, ЗАЛЕПИТЬ, ЗАЕХАТЬ, ДАТЬ ТУМАКА, ДАТЬ, ВРЕЗАТЬ, ВМАЗАТЬ, ВЛЕПИТЬ УДАР, ВЛЕПИТЬ, ВКАТИТЬ, БИТЬ, БИВАТЬ']
152828-V	ПЫРНУТЬ, УДАРИТЬ НОЖОМ, ПЫРНУТЬ НОЖОМ	['114805-V', '125754-V']	['ВСАЖИВАТЬ, ВТЫКАТЬ, ВСАДИТЬ, ВОТКНУТЬ', 'ВОНЗАТЬ, ВОНЗИТЬ']
133319-V	НАШЛО ОЗАРЕНИЕ, СНИЗОШЛО ОЗАРЕНИЕ, ПОСЕТИЛО ОЗАРЕНИЕ, ОСЕНЯТЬ, ОСЕНИТЬ, ОЗАРЯТЬ, ОЗАРИТЬ, МЫСЛЬ ОЗАРИЛА, ОЗАРИЛА МЫСЛЬ	['106631-V', '130080-V']	['ВНОСИТЬ ИЗМЕНЕНИЯ, ПЕРЕМЕНИТЬ, МЕНЯТЬ, ИЗМЕНЯТЬ, ИЗМЕНИТЬ, ВНЕСТИ ИЗМЕНЕНИЯ', 'ПРОЛИВАТЬ СВЕТ, НАВЕСТИ ЯСНОСТЬ, ВНЕСТИ ЯСНОСТЬ, ВНОСИТЬ ЯСНОСТЬ, НАВОДИТЬ ЯСНОСТЬ, ПРОЯСНЯТЬ, ПРОЯСНИТЬ, ПРОЛИТЬ СВЕТ']
133319-V	НАШЛО ОЗАРЕНИЕ, СНИЗОШЛО ОЗАРЕНИЕ, ПОСЕТИЛО ОЗАРЕНИЕ, ОСЕНЯТЬ, ОСЕНИТЬ, ОЗАРЯТЬ, ОЗАРИТЬ, МЫСЛЬ ОЗАРИЛА, ОЗАРИЛА МЫСЛЬ	['129789-V', '149014-V']	['МЫСЛЬ ПРИШЛА, ПРИХОДИТЬ НА УМ, ПРИХОДИТЬ В ГОЛОВУ, ПРИЙТИ НА УМ, ПРИЙТИ В ГОЛОВУ, ПОЯВИЛАСЬ МЫСЛЬ, НАПРАШИВАТЬСЯ, МЫСЛЬ ПРИХОДИТ, МЫСЛЬ ПОЯВИЛАСЬ, МЫСЛЬ ПОСЕТИЛА, ЗАБЛАГОРАССУДИТЬСЯ, ВЗДУМАТЬСЯ, ВЗБРЕСТИ НА УМ, ВЗБРЕСТИ В ГОЛОВУ, ВЗБРЕСТИ', 'ПРИХОДИТЬ, ПОСЕТИТЬ, ПОСЕЩАТЬ, ПОЯВИТЬСЯ В СОЗНАНИИ, ПРИЙТИ']
128774-V	РАСПАХИВАТЬ ДУШУ, ВЫВЕРНУТЬ ДУШУ, СКАЗАТЬ ПО ЧЕСТИ, ВЫВОРАЧИВАТЬ ДУШУ, ГОВОРИТЬ ОТКРОВЕННО, ДОВЕРИТЬ ДУШУ, ДОВЕРИТЬ МЫСЛИ, ДОВЕРИТЬ СВОИ МЫСЛИ, ОТКРЫВАТЬСЯ, РАСКРЫТЬ ДУШУ, РАЗОТКРОВЕННИЧАТЬСЯ, ДОВЕРИТЬСЯ, ДОВЕРИТЬ СВОЮ ДУШУ, СКАЗАТЬ ОТКРОВЕННО, СКАЗАТЬ ПО ПРАВДЕ, ОТКРЫТЬСЯ, РАСПАХНУТЬ ДУШУ, ОТКРОВЕННИЧАТЬ, ОТКРЫВАТЬ ДУШУ, ОТКРЫТЬ ДУШУ	['142158-V', '106886-V', '117920-V', '115598-V', '118139-V', '117919-V', '118138-V', '106542-V', '106887-V', '123814-V', '106540-V']	['РАСКРЫТЬ ТАЙНУ, ПРИПОДНЯТЬ ЗАВЕСУ ТАЙНЫ, ПРИПОДНЯТЬ ЗАВЕСУ, ПРИПОДНИМАТЬ ЗАВЕСУ, ПРИОТКРЫТЬ ЗАВЕСУ ТАЙНЫ, ПРИОТКРЫТЬ ТАЙНУ, ВЫДАТЬ СЕКРЕТ, ОБНАЖАТЬ, ОБНАЖИТЬ, ОТКРЫВАТЬ ЗАВЕСУ, ОТКРЫТЬ ЗАВЕСУ, ВЫДАВАТЬ ТАЙНУ, СНЯТЬ ПОКРОВ, ВЫДАВАТЬ СЕКРЕТ, ВЫДАТЬ ТАЙНУ, ПРИОТКРЫВАТЬ ЗАВЕСУ, СНИМАТЬ ПОКРОВ, РАСКРЫТЬ СЕКРЕТ, РАСКРЫВАТЬ ТАЙНУ, ПРИОТКРЫВАТЬ ТАЙНУ, РАСКРЫВАТЬ СЕКРЕТ, ПРИОТКРЫТЬ ЗАВЕСУ', 'ИЗЛАГАТЬ, ИЗЪЯСНЯТЬ, ИЗЪЯСНИТЬ, ОСВЕТИТЬ, ИЗЛОЖИТЬ', 'ПОВЕРИТЬ, СЕКРЕТНИЧАТЬ, ПОСВЯЩАТЬ В ТАЙНУ, ПОСВЯЩАТЬ, ПОСВЯТИТЬ В ТАЙНУ, ПОСВЯТИТЬ, ПОВЕРЯТЬ, ПОВЕРИТЬ ТАЙНУ, ДОВЕРИТЬ ТАЙНУ', 'СОЗНАВАТЬСЯ, СДЕЛАТЬ ПРИЗНАНИЕ, ПРИЗНАТЬСЯ, СОЗНАТЬСЯ, ДЕЛАТЬ ПРИЗНАНИЕ, ПРИЗНАВАТЬСЯ', 'СБОЛТНУТЬ, ВЫБАЛТЫВАТЬ, ВЫБОЛТАТЬ, ПРОБАЛТЫВАТЬСЯ, ПРОБОЛТАТЬ, ПРОБОЛТАТЬСЯ, РАЗБАЛТЫВАТЬ, РАЗБОЛТАТЬ, РАСПУСКАТЬ ЯЗЫК, РАСПУСТИТЬ ЯЗЫК, РАСТРЕПАТЬ, РАСТРЕПЫВАТЬ', 'ДОВОДИТЬ СВЕДЕНИЯ, ДОВОДИТЬ ИНФОРМАЦИЮ, ДОВЕСТИ СВЕДЕНИЯ, ДОВЕСТИ ИНФОРМАЦИЮ, ДОВОДИТЬ ДО ВЕДОМА, ДОВЕСТИ ДО ВЕДОМА, ДОВЕСТИ ДО СВЕДЕНИЯ, ДОВОДИТЬ ДО СВЕДЕНИЯ, ОСВЕДОМЛЯТЬ, ОСВЕДОМИТЬ', 'ПРОГОВАРИВАТЬСЯ, ПРОГОВОРИТЬСЯ', 'СНАБЖАТЬ ИНФОРМАЦИЕЙ, ДАВАТЬ ЗНАТЬ, ДАВАТЬ ИНФОРМАЦИЮ, ДАВАТЬ СВЕДЕНИЯ, ДАТЬ ЗНАТЬ, ДАТЬ ИНФОРМАЦИЮ, ДАТЬ СВЕДЕНИЯ, ДЕРЖАТЬ В КУРСЕ, ДОНЕСТИ, ДОНЕСТИ ИНФОРМАЦИЮ, ДОНОСИТЬ, ДОНОСИТЬ ИНФОРМАЦИЮ, ИЗВЕСТИТЬ, ИЗВЕЩАТЬ, ИНФОРМИРОВАТЬ, ОБЕСПЕЧИВАТЬ ИНФОРМАЦИЕЙ, ОБЕСПЕЧИТЬ ИНФОРМАЦИЕЙ, ОПОВЕСТИТЬ, ОПОВЕЩАТЬ, ПОВЕДАТЬ, ПОСТАВИТЬ В ИЗВЕСТНОСТЬ, ПРЕДОСТАВИТЬ ДАННЫЕ, ПРЕДОСТАВИТЬ ИНФОРМАЦИЮ, ПРЕДОСТАВИТЬ СВЕДЕНИЯ, ПРЕДОСТАВЛЯТЬ ДАННЫЕ, ПРЕДОСТАВЛЯТЬ ИНФОРМАЦИЮ, ПРЕДОСТАВЛЯТЬ СВЕДЕНИЯ, ПРОИНФОРМИРОВАТЬ, СНАБДИТЬ ДАННЫМИ, СНАБДИТЬ ИНФОРМАЦИЕЙ, СНАБДИТЬ СВЕДЕНИЯМИ, СНАБЖАТЬ ДАННЫМИ, СНАБЖАТЬ СВЕДЕНИЯМИ, СООБЩАТЬ, СООБЩИТЬ, СТАВИТЬ В ИЗВЕСТНОСТЬ, УВЕДОМИТЬ, УВЕДОМЛЯТЬ', 'РАССКАЗАТЬ, ПОВЕСТВОВАТЬ, ПОРАССКАЗАТЬ, РАССКАЗЫВАТЬ, ОПИСАТЬ', 'ТРУБИТЬ, ЗАТРУБИТЬ, РАЗЗВАНИВАТЬ, РАЗЗВОНИТЬ, РАСТРЕЗВОНИВАТЬ, РАСТРЕЗВОНИТЬ, РАСТРУБИТЬ, ТРУБИТЬ ВО ВЕСЬ ГОЛОС', 'ОБЪЯВИТЬ, СДЕЛАТЬ ОБЪЯВЛЕНИЕ, ОГЛАШАТЬ, ОГЛАСИТЬ, ОБЪЯВЛЯТЬ, ОБЪЯВИТЬ ВО ВСЕУСЛЫШАНИЕ, ДЕЛАТЬ ОБЪЯВЛЕНИЕ']
117878-V	ШУШУКАТЬСЯ, ПЕРЕШЕПНУТЬСЯ, ЗАШЕПТАТЬСЯ, ПЕРЕШЕПТЫВАТЬСЯ, ШЕПТАТЬСЯ, ПОШЕПТАТЬСЯ, ШЕПОТОМ ПЕРЕГОВАРИВАТЬСЯ	['106781-V', '106648-V']	['БЕСЕДОВАТЬ, БЕСЕДОВАТЬ ДРУГ С ДРУГОМ, ГОВОРИТЬ, ВЕСТИ БЕСЕДУ, ТОЛКОВАТЬ ДРУГ С ДРУГОМ, ТОЛКОВАТЬ, РАЗГОВАРИВАТЬ, ГОВОРИТЬ ДРУГ С ДРУГОМ, ПРОГОВОРИТЬ, ПЕРЕГОВАРИВАТЬСЯ, ОБЪЯСНЯТЬСЯ, ПОТОЛКОВАТЬ, ПЕРЕГОВАРИВАТЬСЯ МЕЖДУ СЕБЯ, ПЕРЕГОВОРИТЬ, ИМЕТЬ БЕСЕДУ, ПОБЕСЕДОВАТЬ, ПОГОВОРИТЬ, ПОГОВОРИТЬ ДРУГ С ДРУГОМ, ВЕСТИ РАЗГОВОР', 'КОНТАКТИРОВАТЬ, ЗНАТЬСЯ, ПОВЕСТИСЬ, ЯКШАТЬСЯ, ОБЩАТЬСЯ, ИДТИ НА КОНТАКТ, ПООБЩАТЬСЯ, ПОЙТИ НА КОНТАКТ']
117878-V	ШУШУКАТЬСЯ, ПЕРЕШЕПНУТЬСЯ, ЗАШЕПТАТЬСЯ, ПЕРЕШЕПТЫВАТЬСЯ, ШЕПТАТЬСЯ, ПОШЕПТАТЬСЯ, ШЕПОТОМ ПЕРЕГОВАРИВАТЬСЯ	['107094-V', '107115-V']	['МОЛВИТЬ, ПОДАТЬ ГОЛОС, ЗАГОВОРИТЬ, ЗАГОВАРИВАТЬ, ПРОГОВАРИВАТЬ, ГОВОРИТЬ ВСЛУХ, ГОВОРИТЬ, ПРОГОВОРИТЬ, ПРОИЗНЕСТИ, ПРОИЗНЕСТИ ВСЛУХ, ПРОИЗНОСИТЬ, ПРОМОЛВИТЬ, СКАЗАТЬ ВСЛУХ, ГОВАРИВАТЬ, ИЗЪЯСНЯТЬСЯ, ВЫМОЛВИТЬ, ВЫГОВОРИТЬСЯ, ВЫГОВОРИТЬ, ВЫГОВАРИВАТЬСЯ, ВЫГОВАРИВАТЬ', 'НАШЕПТАТЬ, ШУШУКАТЬ, ШЕПТАТЬ, ШЕПНУТЬ, ПРОШЕПТАТЬ, ПРИШЕПТЫВАТЬ, ЗАШЕПТАТЬ, НАШЕПТЫВАТЬ']
4196-V	КРЕМИРОВАТЬ	['113411-V', '106483-V']	['СЖИГАТЬСЯ, ВЫЖЕЧЬ, ДОЖИГАТЬ, ДОЖЕЧЬ, ПРЕДАВАТЬ СОЖЖЕНИЮ, СЖИГАТЬ, ПРЕДАТЬ СОЖЖЕНИЮ, ВЫЖИГАТЬ, ИСПЕПЕЛИТЬ, СПАЛИТЬ ОГНЕМ, СЖЕЧЬ, ИСПЕПЕЛЯТЬ, ЖЕЧЬ, СПАЛИТЬ, ПОЖЕЧЬ, ПАЛИТЬ, ПРЕДАТЬ ОГНЮ', 'ИСКОРЕНЯТЬСЯ, ИСКОРЕНЯТЬ, ИСКОРЕНИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ, УНИЧТОЖАТЬ, УНИЧТОЖИТЬ']
116143-V	ПЕРЕЖИГАТЬ, СПАЛИТЬ, ПЕРЕЖЕЧЬ	['113411-V', '106483-V']	['СЖИГАТЬСЯ, ВЫЖЕЧЬ, ДОЖИГАТЬ, ДОЖЕЧЬ, ПРЕДАВАТЬ СОЖЖЕНИЮ, СЖИГАТЬ, ПРЕДАТЬ СОЖЖЕНИЮ, ВЫЖИГАТЬ, ИСПЕПЕЛИТЬ, СПАЛИТЬ ОГНЕМ, СЖЕЧЬ, ИСПЕПЕЛЯТЬ, ЖЕЧЬ, СПАЛИТЬ, ПОЖЕЧЬ, ПАЛИТЬ, ПРЕДАТЬ ОГНЮ', 'ИСКОРЕНЯТЬСЯ, ИСКОРЕНЯТЬ, ИСКОРЕНИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ, УНИЧТОЖАТЬ, УНИЧТОЖИТЬ']
116143-V	ПЕРЕЖИГАТЬ, СПАЛИТЬ, ПЕРЕЖЕЧЬ	['111369-V', '106634-V', '111370-V']	['ПОПОРТИТЬ, НАПОРТИТЬ, ПОРТИТЬ, ЗАГУБИТЬ, ПОДПОРТИТЬ, НАПОРТАЧИТЬ, ИСПОРТИТЬ, ПОРТАЧИТЬ', 'УХУДШИТЬ, УХУДШАТЬ', 'НАНЕСТИ ПОВРЕЖДЕНИЕ, НАНОСИТЬ ПОВРЕЖДЕНИЕ, ПОВРЕЖДАТЬ, ПОВРЕДИТЬ']
150613-V	ИЗГОТОВИТЬ В ДОМАШНИХ УСЛОВИЯХ	['106495-V', '148417-V']	['ВЫПУСКАТЬ, СРАБОТАТЬ, СРАБАТЫВАТЬ, СДЕЛАТЬ, ПРОИЗВОДИТЬ, ПРОИЗВЕСТИ, НАВЫПУСКАТЬ, ИЗГОТОВЛЯТЬСЯ, ИЗГОТОВЛЯТЬ, ИЗГОТОВИТЬ, ИЗГОТАВЛИВАТЬСЯ, ИЗГОТАВЛИВАТЬ, ДЕЛАТЬСЯ, ДЕЛАТЬ, ВЫРАБОТАТЬ, ВЫРАБАТЫВАТЬСЯ, ВЫРАБАТЫВАТЬ, ВЫПУСТИТЬ, ВЫПОЛНЯТЬ ИЗ, ВЫПОЛНИТЬ ИЗ', 'САМОДЕЛЬНИЧАТЬ, ДЕЛАТЬ СВОИМИ РУКАМИ, СДЕЛАТЬ СВОИМИ РУКАМИ']
132117-V	ЗАЛАТАТЬ, СТАВИТЬ ЗАПЛАТКУ, ЛАТАТЬ, ПОДЛАТАТЬ, СТАВИТЬ ЗАПЛАТЫ	['111576-V', '111568-V']	['ЗАШИТЬ ДЫРКУ, ЗАШИТЬ, ЗАШИВАТЬ, ЗАШИТЬ ДЫРУ', 'ЗАДЕЛАТЬ, ЗАДЕЛЫВАТЬСЯ, ЗАДЕЛЫВАТЬ, ЗАДЕЛАТЬ ОТВЕРСТИЕ']
132117-V	ЗАЛАТАТЬ, СТАВИТЬ ЗАПЛАТКУ, ЛАТАТЬ, ПОДЛАТАТЬ, СТАВИТЬ ЗАПЛАТЫ	['110795-V', '116799-V']	['ПРИШИВАТЬ, ПРИШИТЬ, ПРИТАЧАТЬ, ПРИТАЧИВАТЬ', 'НАШИТЬ, НАШИВАТЬ, НАШИТЬ СВЕРХУ']
125184-V	ОБРАТИТЬСЯ В БЕГСТВО	['106803-V', '117918-V', '120826-V']	['СПАСТИСЬ, СПАСАТЬ СВОЮ ШКУРУ, СПАСАТЬСЯ', 'УХОДИТЬ, УЙТИ', 'УБЕЖАТЬ, БЕЖАТЬ, СБЕГАТЬ, СБЕЖАТЬ, СМАТЫВАТЬ УДОЧКИ, БЕГАТЬ, УТЕЧЬ, УТЕКАТЬ, СМОТАТЬ УДОЧКИ, СПАСАТЬСЯ БЕГСТВОМ, СПАСТИСЬ БЕГСТВОМ, УБЕГАТЬ']
125184-V	ОБРАТИТЬСЯ В БЕГСТВО	['118452-V', '123604-V', '1664-V']	['ОТОЙТИ, ОТХОДИТЬ', 'ОТСТУПИТЬ, ОТКАТЫВАТЬСЯ, АРМИЯ ОТКАТИЛАСЬ, ВОЙСКА ОТКАТИЛИСЬ, ВОЙСКА ОТОШЛИ, ОТКАТИТЬСЯ, ПРОТИВНИК ОТКАТИЛСЯ, ОТСТУПАТЬ', 'ВЕСТИ ВОЙНУ, ВОЕВАТЬ']
127492-V	ПЕРЕКРЫТЬ, ПЕРЕКРЫВАТЬ, ПЕРЕКРЫВАТЬ КРЫШУ, ПЕРЕКРЫТЬ КРЫШУ	['111806-V', '151231-V', '115728-V']	['ДЕЛАТЬ НАСТИЛ, НАСТЛАТЬ, СТЛАТЬ, НАСТЕЛИТЬ, СДЕЛАТЬ НАСТИЛ', 'ПЕРЕКРЫВАТЬСЯ, ВОЗВЕСТИ ПЕРЕКРЫТИЕ, ПЕРЕКРЫТЬ, ВОЗВОДИТЬ ПЕРЕКРЫТИЕ, ПЕРЕКРЫВАТЬ', 'КРЫТЬ, КРЫТЬ КРЫШУ, КРЫТЬСЯ, НАСТИЛАТЬ КРЫШУ, ПОКРЫТЬ, КРЫТЬ КРОВЛЮ, ПОКРЫТЬ КРЫШУ']
127492-V	ПЕРЕКРЫТЬ, ПЕРЕКРЫВАТЬ, ПЕРЕКРЫВАТЬ КРЫШУ, ПЕРЕКРЫТЬ КРЫШУ	['120969-V', '107602-V']	['ПЕРЕДЕЛАТЬ, СДЕЛАТЬ ЗАНОВО, ПРОИЗВОДИТЬ ПЕРЕДЕЛКУ, ПРОИЗВЕСТИ ПЕРЕДЕЛКУ, ПЕРЕДЕЛЫВАТЬ, ДЕЛАТЬ ЗАНОВО', 'ПОВТОРИТЬ, ПОВТОРИТЬ ЕЩЕ РАЗ, ПОВТОРЯТЬ, СДЕЛАТЬ ЕЩЕ РАЗ, ДЕЛАТЬ ЕЩЕ РАЗ']
128994-V	ОТВЕСТИ СВОЮ КАНДИДАТУРУ, ВЗЯТЬ САМООТВОД	['107137-V', '127161-V', '147043-V']	['ДАВАТЬ ОТКАЗ, ОТВЕЧАТЬ ОТКАЗОМ, ДАТЬ ОТКАЗ, ОСТАВИТЬ БЕЗ УДОВЛЕТВОРЕНИЯ, ОТКАЗАТЬ, ОТВЕТИТЬ ОТКАЗОМ, ОТКАЗЫВАТЬ, ОТВЕТИТЬ ОТРИЦАТЕЛЬНО', 'ОТВЕСТИ, ОТВОДИТЬ, ОТКЛОНИТЬ, ОТКЛОНЯТЬ, ОТВЕРГНУТЬ, ОТКЛОНЯТЬСЯ, ОТМЕСТИ, ОТБРАСЫВАТЬ, ОТМЕСТИ В СТОРОНУ, ОТМЕТАТЬ, ОТМЕТАТЬ В СТОРОНУ, ОТРИНУТЬ, ОТБРОСИТЬ, ОТВЕРГАТЬ', 'ДАВАТЬ ОТВОД, ДАТЬ ОТВОД, ЗАЯВЛЯТЬ ОТВОД, ОТВЕСТИ КАНДИДАТА, ОТВЕСТИ КАНДИДАТУРУ, ЗАЯВИТЬ ОТВОД']
138578-V	ОТДАВАТЬ В ЖЕРТВУ, ПРИНЕСТИ В ЖЕРТВУ, ПРИНОСИТЬСЯ В ЖЕРТВУ, ПРИНОСИТЬ В ЖЕРТВУ, В ЖЕРТВУ ПРИНОСИТЬСЯ, ОТДАТЬ В ЖЕРТВУ	['107137-V', '127161-V']	['ДАВАТЬ ОТКАЗ, ОТВЕЧАТЬ ОТКАЗОМ, ДАТЬ ОТКАЗ, ОСТАВИТЬ БЕЗ УДОВЛЕТВОРЕНИЯ, ОТКАЗАТЬ, ОТВЕТИТЬ ОТКАЗОМ, ОТКАЗЫВАТЬ, ОТВЕТИТЬ ОТРИЦАТЕЛЬНО', 'ОТВЕСТИ, ОТВОДИТЬ, ОТКЛОНИТЬ, ОТКЛОНЯТЬ, ОТВЕРГНУТЬ, ОТКЛОНЯТЬСЯ, ОТМЕСТИ, ОТБРАСЫВАТЬ, ОТМЕСТИ В СТОРОНУ, ОТМЕТАТЬ, ОТМЕТАТЬ В СТОРОНУ, ОТРИНУТЬ, ОТБРОСИТЬ, ОТВЕРГАТЬ']
151210-V	ОТСЕЧЬ, ОТСЕКАТЬ, ОТСЕЧЬ НЕНУЖНОЕ	['107137-V', '127161-V']	['ДАВАТЬ ОТКАЗ, ОТВЕЧАТЬ ОТКАЗОМ, ДАТЬ ОТКАЗ, ОСТАВИТЬ БЕЗ УДОВЛЕТВОРЕНИЯ, ОТКАЗАТЬ, ОТВЕТИТЬ ОТКАЗОМ, ОТКАЗЫВАТЬ, ОТВЕТИТЬ ОТРИЦАТЕЛЬНО', 'ОТВЕСТИ, ОТВОДИТЬ, ОТКЛОНИТЬ, ОТКЛОНЯТЬ, ОТВЕРГНУТЬ, ОТКЛОНЯТЬСЯ, ОТМЕСТИ, ОТБРАСЫВАТЬ, ОТМЕСТИ В СТОРОНУ, ОТМЕТАТЬ, ОТМЕТАТЬ В СТОРОНУ, ОТРИНУТЬ, ОТБРОСИТЬ, ОТВЕРГАТЬ']
116204-V	НАСВИСТЕТЬ, СВИСТЕТЬ МЕЛОДИЮ, ПРОСВИСТЫВАТЬ, ПРОСВИСТЕТЬ, НАСВИСТЫВАТЬ МЕЛОДИЮ, ВЫСВИСТЫВАТЬ, НАСВИСТЫВАТЬ	['110440-V', '110447-V']	['ИСПОЛНЯТЬСЯ, ИСПОЛНЯТЬ, ИСПОЛНИТЬ', 'ВОСПРОИЗВОДИТЬ, ВОСПРОИЗВЕСТИ']
116204-V	НАСВИСТЕТЬ, СВИСТЕТЬ МЕЛОДИЮ, ПРОСВИСТЫВАТЬ, ПРОСВИСТЕТЬ, НАСВИСТЫВАТЬ МЕЛОДИЮ, ВЫСВИСТЫВАТЬ, НАСВИСТЫВАТЬ	['107093-V', '107097-V']	['ЗВУЧАТЬ, ПРОЗВУЧАТЬ, ИЗДАТЬ ЗВУК', 'СВИСТЕТЬ, ЗАСВИСТАТЬ, ЗАСВИСТЕТЬ, ПОСВИСТАТЬ, ПОСВИСТЕТЬ, ПОСВИСТЫВАТЬ, ПРОСВИСТЕТЬ, СВИСТАТЬ, СВИСТНУТЬ']
137110-V	САМООБРАЗОВЫВАТЬСЯ, САМООБРАЗОВАТЬСЯ, САМООБУЧАТЬСЯ	['133979-V', '112839-V', '130167-V']	['ПОЛУЧИТЬ ЗНАНИЯ, ПРИОБРЕСТИ ЗНАНИЕ, ПОЗНАТЬ, ПОЗНАВАТЬ, ПОЛУЧИТЬ НОВОЕ ЗНАНИЕ, ПРИОБРЕТАТЬ ЗНАНИЕ', 'ДОУЧИТЬСЯ, УЧИТЬСЯ, ПРОУЧИТЬСЯ, ПОУЧИТЬСЯ, ВЫУЧИТЬСЯ, ДОУЧИВАТЬСЯ, ОБУЧИТЬСЯ, ОБУЧАТЬСЯ, НАУЧИТЬСЯ, НАУЧАТЬСЯ', 'ОСВАИВАТЬ, УСВОИТЬ ИНФОРМАЦИЮ, УСВОИТЬ, УСВАИВАТЬ ИНФОРМАЦИЮ, УСВАИВАТЬ, УСВАИВАТЬСЯ, ОСВОИТЬСЯ, ОСВОИТЬ']
137110-V	САМООБРАЗОВЫВАТЬСЯ, САМООБРАЗОВАТЬСЯ, САМООБУЧАТЬСЯ	['106501-V', '1604-V']	['ПОДЕЛАТЬ', 'ПРЕПОДАВАТЬСЯ, ГРЫЗТЬ ГРАНИТ НАУКИ']
121366-V	НАПУСТИТЬ ПОРЧУ, НАСЛАТЬ ПОРЧУ, НАСЫЛАТЬ ПОРЧУ, НАВЕСТИ ПОРЧУ, СГЛАЗИТЬ, НАВОДИТЬ ПОРЧУ	['110479-V', '106548-V']	['ПРИЧИНИТЬ, ПРИЧИНЯТЬ, НАНЕСТИ, НАНОСИТЬ', 'ПРИНОСИТЬ ВРЕД, НАНОСИТЬ УРОН, НАНОСИТЬ СЕРЬЕЗНЫЙ УДАР, НАНОСИТЬ ВРЕД, НАНЕСТИ УЩЕРБ, НАНЕСТИ УРОН, НАНЕСТИ ВРЕД, НАВРЕДИТЬ, ВРЕДИТЬ, УСТРОИТЬ НЕПРИЯТНОСТЬ, ПРИЧИНЯТЬ ВРЕД, ПРИЧИНИТЬ ВРЕД, НАНОСИТЬ УЩЕРБ']
121366-V	НАПУСТИТЬ ПОРЧУ, НАСЛАТЬ ПОРЧУ, НАСЫЛАТЬ ПОРЧУ, НАВЕСТИ ПОРЧУ, СГЛАЗИТЬ, НАВОДИТЬ ПОРЧУ	['126176-V', '120363-V']	['ЗАВОРАЖИВАТЬ, ЗАВОРОЖИТЬ, ЗАКОЛДОВЫВАТЬ, ОКОЛДОВАТЬ, ЗАКОЛДОВАТЬ, ОКОЛДОВЫВАТЬ', 'ЧАРОДЕЙСТВОВАТЬ, КОЛДОВАТЬ, ПОКОЛДОВАТЬ']
