SYNSET_ID	TEXT	PARENTS	DEFINITION
155013-V	ОБВАЛИВАТЬ,ОБВАЛИТЬ,ОБРУШИТЬ	110894-V,106638-V	
117992-V	НАСТРОИТЬСЯ,НАСТРАИВАТЬСЯ,НАСТРОИТЬ,НАСТРАИВАТЬ	106490-V,129710-V	
140474-V	РАЗРАБОТАТЬ,РАЗРАБАТЫВАТЬ	106490-V,129710-V	
133729-V	ПОВСТРЕЧАТЬ,ПОВСТРЕЧАТЬСЯ,СТОЛКНУТЬСЯ,СТАЛКИВАТЬСЯ	119037-V,111978-V	встретиться с кем-либо случайно, неожиданно
131719-V	ИЗВАЛИВАТЬ,ВЫВАЛИВАТЬ,ИЗВАЛЯТЬ,ВЫВОЗИТЬ,ВЫВАЛЯТЬ	123758-V,123757-V,123389-V,107325-V	выпачкать, вымазать
131719-V	ИЗВАЛИВАТЬ,ВЫВАЛИВАТЬ,ИЗВАЛЯТЬ,ВЫВОЗИТЬ,ВЫВАЛЯТЬ	107013-V,111369-V	выпачкать, вымазать
118493-V	ПРЕКЛОНИТЬ,ПРЕКЛОНЯТЬ	111090-V,115840-V,111050-V,108824-V	
119466-V	ОПУСТИТЬ,ОПУСКАТЬ	111090-V,115840-V,111050-V,108824-V	о голове, глазах, плечах склонить, направить вниз
119466-V	ОПУСТИТЬ,ОПУСКАТЬ	108824-V,106938-V	о голове, глазах, плечах склонить, направить вниз
2564-V	ТЕЛЕФОНИЗИРОВАТЬ	153713-V,129756-V	
2564-V	ТЕЛЕФОНИЗИРОВАТЬ	106601-V,106699-V,112144-V	
2998-V	ЭЛЕКТРИФИЦИРОВАТЬ	153713-V,129756-V	
2998-V	ЭЛЕКТРИФИЦИРОВАТЬ	7064-V,106501-V,106529-V	
2998-V	ЭЛЕКТРИФИЦИРОВАТЬ	106501-V	
115157-V	СКАТИТЬ,СКАТЫВАТЬ	114453-V,108824-V	катя или заставляя катиться, спускать вниз либо перемещать откуда-либо
116557-V	ПРИСПУСКАТЬ,ПРИСПУСТИТЬ	114453-V,108824-V	
120559-V	СВЕЗТИ,СВОЗИТЬ	114453-V,108824-V	
121138-V	НАДЛАМЫВАТЬ,НАДЛОМИТЬ	121137-V,107417-V	
128430-V	ПРОТРАЛИТЬ,ВЫТРАЛИТЬ,ПРОТРАЛИВАТЬ,ТРАЛИТЬ	7107-V,128431-V,114441-V,144534-V	
123912-V	ДОКАТИТЬСЯ,ДОНОСИТЬСЯ,ДОНЕСТИСЬ,РАЗЛЕТАТЬСЯ,РАЗЛЕТЕТЬСЯ,ОБЛЕТЕТЬ	139811-V,1885-V	быстро распространиться, стать широко известным (о слухах, известиях, новостях и т. п.)
123912-V	ДОКАТИТЬСЯ,ДОНОСИТЬСЯ,ДОНЕСТИСЬ,РАЗЛЕТАТЬСЯ,РАЗЛЕТЕТЬСЯ,ОБЛЕТЕТЬ	1885-V,119127-V,106542-V	быстро распространиться, стать широко известным (о слухах, известиях, новостях и т. п.)
139810-V	ПРОНИКАТЬ,ПРОНИКНУТЬ	139811-V,1885-V	распространяться, укрепляться (в быту, общественном сознании и т.п.)
151493-V	НОСИТЬСЯ,ВИТАТЬ	139811-V,1885-V	
151366-V	ОТБИВАТЬ,ОТБИТЬ,УВЕСТИ,УВОДИТЬ	133659-V,118595-V	сманить у кого-либо супруга, любимого человека
140556-V	ПЕРЕГРУППИРОВАТЬ,ПЕРЕГРУППИРОВЫВАТЬ	111265-V,107533-V	
140556-V	ПЕРЕГРУППИРОВАТЬ,ПЕРЕГРУППИРОВЫВАТЬ	120969-V,107602-V	
119920-V	ОХЛАДЕВАТЬ,ОСТЫНУТЬ,ОСТЫВАТЬ,ПООСТЫТЬ,ПООСТЫНУТЬ,ОХЛАДИТЬСЯ,ОХЛАДЕТЬ,ОСТЫТЬ	106629-V	
119920-V	ОХЛАДЕВАТЬ,ОСТЫНУТЬ,ОСТЫВАТЬ,ПООСТЫТЬ,ПООСТЫНУТЬ,ОХЛАДИТЬСЯ,ОХЛАДЕТЬ,ОСТЫТЬ	142004-V,112155-V	
114906-V	ПОДЖЕЧЬ,ПОДЖИГАТЬ	111794-V,106817-V	заставлять что-либо загореться, вызывать горение чего-либо, обычно путём поднесения огня
114988-V	РАСТАПЛИВАТЬ,РАСТОПИТЬ,ТОПИТЬСЯ	111794-V,106817-V	разводить огонь в печи, плите и т. п.
114988-V	РАСТАПЛИВАТЬ,РАСТОПИТЬ,ТОПИТЬСЯ	117729-V,108948-V,117449-V	разводить огонь в печи, плите и т. п.
117082-V	ПРИКУРИТЬ,ПРИКУРИВАТЬ	111794-V,106817-V	
117337-V	РАЗДУВАТЬ,РАЗДУТЬ	111794-V,106817-V	дуновением, притоком воздуха усиливать горение чего-либо; разжигать
9635-V	ПЕРЕЛИВАТЬ,ПЕРЕЛИТЬ	110720-V,110751-V,110719-V	
9635-V	ПЕРЕЛИВАТЬ,ПЕРЕЛИТЬ	111189-V,106698-V	
111043-V	ПЕРЕЛИВАТЬ,ПЕРЕЛИТЬ	110720-V,110751-V,110719-V	
111043-V	ПЕРЕЛИВАТЬ,ПЕРЕЛИТЬ	110721-V,110727-V,110719-V	
125532-V	ВБУХАТЬ,ВБУХНУТЬ	110720-V,110751-V,110719-V	
125532-V	ВБУХАТЬ,ВБУХНУТЬ	116654-V,106698-V	
147453-V	СБРАСЫВАТЬСЯ,СБРОСИТЬ,СБРАСЫВАТЬ	110720-V,110751-V,110719-V	
147453-V	СБРАСЫВАТЬСЯ,СБРОСИТЬ,СБРАСЫВАТЬ	121004-V,106631-V	
116697-V	ПЕРЕХВАТИТЬ,ПЕРЕХВАТЫВАТЬ	115593-V,115594-V	ухватить то, что уже держится, по-иному
117844-V	ДЕРЖАТЬ	115593-V,115594-V	сохранять какой-либо объект под своим контролем, ограничивая степени его свободы; не отпускать от себя, заставлять быть при себе; хватать, не позволяя удалиться
126443-V	КЛЕВАТЬ,ПОКЛЕВАТЬ,КЛЮНУТЬ	115593-V,115594-V	клюнуть, схватить приманку несколько раз (о рыбах)
3049-V	СЕРТИФИЦИРОВАТЬ	144379-V,137465-V	
3049-V	СЕРТИФИЦИРОВАТЬ	106999-V,106868-V	
151696-V	ПОГРЯЗАТЬ,УТОНУТЬ,ТОНУТЬ,ПОГРЯЗНУТЬ,ТОПНУТЬ	111767-V,111085-V	погрузиться в воду или во что-либо вязкое, сыпучее, мягкое; опуститься на дно под действием силы тяжести
151696-V	ПОГРЯЗАТЬ,УТОНУТЬ,ТОНУТЬ,ПОГРЯЗНУТЬ,ТОПНУТЬ	115171-V,115170-V	погрузиться в воду или во что-либо вязкое, сыпучее, мягкое; опуститься на дно под действием силы тяжести
141717-V	ВЗВИНТИТЬ,ЗАДИРАТЬ,ВЗВИНЧИВАТЬ,ЗАДРАТЬ	110888-V,106640-V	
135123-V	СМЕТАТЬ,СМЕСТИ	120133-V,114441-V,110908-V	метя, сгребая, собрать, переместить в одно место
135123-V	СМЕТАТЬ,СМЕСТИ	113769-V,111022-V	метя, сгребая, собрать, переместить в одно место
135123-V	СМЕТАТЬ,СМЕСТИ	118814-V,112077-V,118813-V	метя, сгребая, собрать, переместить в одно место
145692-V	ДИВЕРСИФИЦИРОВАТЬ	112069-V,106631-V	
150522-V	ЗАПУСКАТЬ,ЗАПУСТИТЬ	128595-V,124141-V,106634-V	оставив без ухода, наблюдения, надзора, довести до состояния упадка, разрушения
138242-V	ВЫЛЕЗТИ,ВЫЕЗЖАТЬ,ВЫЛАЗИТЬ,ВЫБИТЬСЯ,ВЫЕХАТЬ,ПОВЫЛЕЗТИ,ВЫБИВАТЬСЯ,ВЫЛЕЗАТЬ	124721-V,124720-V,116124-V	выступить, показаться наружу
147425-V	СШИБИТЬ,СШИБАТЬ	127172-V,113769-V	
147425-V	СШИБИТЬ,СШИБАТЬ	147427-V,115804-V,117015-V	
138310-V	ГОТОВИТЬ,ГОТОВИТЬСЯ	120570-V,107489-V	замышлять, организовывать
138310-V	ГОТОВИТЬ,ГОТОВИТЬСЯ	123483-V,107489-V	замышлять, организовывать
117024-V	ВЫХЛЕБАТЬ,ХЛЕБАТЬ,ХЛЕБНУТЬ,ЗАХЛЕБЫВАТЬ,ПРИХЛЕБНУТЬ,ПРИХЛЕБЫВАТЬ,ЗАХЛЕБНУТЬ	106933-V,115221-V	пить большими глотками
117024-V	ВЫХЛЕБАТЬ,ХЛЕБАТЬ,ХЛЕБНУТЬ,ЗАХЛЕБЫВАТЬ,ПРИХЛЕБНУТЬ,ПРИХЛЕБЫВАТЬ,ЗАХЛЕБНУТЬ	106932-V,106933-V	пить большими глотками
117341-V	СЖЕВАТЬ,РАЗЖЕВАТЬ,РАЗЖЕВЫВАТЬ,ПРОЖЕВЫВАТЬ,СЖЕВЫВАТЬ,ПЕРЕЖЕВАТЬ,ПРОЖЕВАТЬ,ПЕРЕЖЕВЫВАТЬ	106933-V,115221-V	
117341-V	СЖЕВАТЬ,РАЗЖЕВАТЬ,РАЗЖЕВЫВАТЬ,ПРОЖЕВЫВАТЬ,СЖЕВЫВАТЬ,ПЕРЕЖЕВАТЬ,ПРОЖЕВАТЬ,ПЕРЕЖЕВЫВАТЬ	117340-V,111775-V	
119506-V	НАГЛОТАТЬСЯ	106933-V,115221-V	
128293-V	ПРИГОНЯТЬ,ДОГОНЯТЬ,ДОГНАТЬ,ПРИГНАТЬ	116398-V,115694-V,115672-V	гоня, заставить переместиться до какого-либо места
129720-V	ЗАВЕСТИ,ВВЕСТИ,ЗАВОДИТЬ,ВВОДИТЬ	116398-V,115694-V,115672-V	
150558-V	ВТОРГНУТЬСЯ,ВТОРГАТЬСЯ	137823-V,120812-V	насильственное проникновение кого-либо, чего-либо туда, где его присутствие не ожидается или нежелательно
128351-V	ПРОБОДАТЬ	106565-V	
128351-V	ПРОБОДАТЬ	3406-V,106665-V	
128351-V	ПРОБОДАТЬ	106665-V,106531-V	
108862-V	ВОСПАЛИТЬСЯ,ВОСПАЛЯТЬСЯ	106565-V	
108862-V	ВОСПАЛИТЬСЯ,ВОСПАЛЯТЬСЯ	3406-V,106665-V	
108862-V	ВОСПАЛИТЬСЯ,ВОСПАЛЯТЬСЯ	106665-V,106531-V	
131335-V	ЗАИКАТЬСЯ	106565-V	
131335-V	ЗАИКАТЬСЯ	118045-V,118046-V,106633-V	
131335-V	ЗАИКАТЬСЯ	3406-V,106665-V	
131335-V	ЗАИКАТЬСЯ	106665-V,106531-V	
133567-V	УКАЧИВАТЬ,УКАЧАТЬ	106565-V	
133567-V	УКАЧИВАТЬ,УКАЧАТЬ	3406-V,106665-V	
133567-V	УКАЧИВАТЬ,УКАЧАТЬ	106665-V,106531-V	
124613-V	ОМЕРТВЕТЬ,ОТМЕРЕТЬ,МЕРТВЕТЬ,ОТМИРАТЬ	106565-V	
124613-V	ОМЕРТВЕТЬ,ОТМЕРЕТЬ,МЕРТВЕТЬ,ОТМИРАТЬ	149602-V,106629-V	
124613-V	ОМЕРТВЕТЬ,ОТМЕРЕТЬ,МЕРТВЕТЬ,ОТМИРАТЬ	3406-V,106665-V	
124613-V	ОМЕРТВЕТЬ,ОТМЕРЕТЬ,МЕРТВЕТЬ,ОТМИРАТЬ	106665-V,106531-V	
116838-V	ПОДАВАТЬ,ПОДАТЬ	116546-V,144578-V,106811-V	жертвовать нищему в качестве милостыни
134432-V	РАСКАТИТЬ,РАСКАТЫВАТЬ	115971-V,107409-V	
121152-V	ВКАТИТЬСЯ,ВКАТЫВАТЬСЯ	115713-V,111094-V,111845-V	
118622-V	ХОЛИТЬ,НЕЖИТЬ,ЛЕЛЕЯТЬ	118621-V,106472-V,106595-V	заботливо ухаживать за кем-либо; ласкать, нежить, холить
125899-V	ВЫХАЖИВАТЬ,ВЫХОДИТЬ,ОТХАЖИВАТЬ,ОТХОДИТЬ	118621-V,106472-V,106595-V	
125899-V	ВЫХАЖИВАТЬ,ВЫХОДИТЬ,ОТХАЖИВАТЬ,ОТХОДИТЬ	117617-V,142562-V,1061-V	
126076-V	ПОСЛЕДИТЬ,ГЛЯДЕТЬ,ДОГЛЯДЕТЬ,ПОГЛЯДЫВАТЬ,ПОСМАТРИВАТЬ,ПОСМОТРЕТЬ,ПРИГЛЯДЕТЬ,ПРИГЛЯДЫВАТЬ,ПРИСМАТРИВАТЬ,ПРИСМОТРЕТЬ,СМОТРЕТЬ	118621-V,106472-V,106595-V	
118509-V	НАСУПИТЬ,НАСУПИТЬСЯ,НАСУПЛИВАТЬ,НАСУПЛИВАТЬСЯ,НАХМУРИВАТЬ,НАХМУРИВАТЬСЯ,НАХМУРИТЬ,НАХМУРИТЬСЯ,НАХОХЛИТЬСЯ,СКУКСИТЬСЯ,ХМУРИТЬ,ХОХЛИТЬСЯ,БЫЧИТЬСЯ,КУКСИТЬСЯ,ХМУРИТЬСЯ,НАБЫЧИВАТЬСЯ,НАБЫЧИТЬСЯ,НАКУКСИТЬСЯ	117735-V,117094-V	
2169-V	РАЗОРУЖАТЬСЯ,РАЗОРУЖИТЬСЯ	6165-V,3513-V	
2169-V	РАЗОРУЖАТЬСЯ,РАЗОРУЖИТЬСЯ	8170-V,7237-V,106501-V	
133472-V	ОТМЫВАТЬ,ОТМЫВАТЬСЯ,ОТМЫТЬ	124108-V,129343-V	легализовывать незаконно полученные доходы путём инвестирования во что-либо, отчисления на благотворительность и т. п. (о деньгах, доходах)
133472-V	ОТМЫВАТЬ,ОТМЫВАТЬСЯ,ОТМЫТЬ	118698-V	легализовывать незаконно полученные доходы путём инвестирования во что-либо, отчисления на благотворительность и т. п. (о деньгах, доходах)
133472-V	ОТМЫВАТЬ,ОТМЫВАТЬСЯ,ОТМЫТЬ	147852-V,106715-V	легализовывать незаконно полученные доходы путём инвестирования во что-либо, отчисления на благотворительность и т. п. (о деньгах, доходах)
140696-V	ДЕКРИМИНАЛИЗИРОВАТЬ	124108-V,129343-V	
129084-V	ВЛЮБЛЯТЬ,ВЛЮБИТЬ	123937-V,118574-V,118038-V	
143218-V	ДЕКЛАМИРОВАТЬ,ПРОДЕКЛАМИРОВАТЬ	110444-V,107094-V,110440-V	
117306-V	СМЫТЬ,СМЫВАТЬ	121019-V,124871-V,108870-V	водой, течением уносить, размыв поверхность чего-нибудь
117306-V	СМЫТЬ,СМЫВАТЬ	120821-V,116610-V,114453-V	водой, течением уносить, размыв поверхность чего-нибудь
120771-V	ВЫЗУБРИТЬ,ЗУБРИТЬ,ЗАЗУБРИТЬ,ЗАЗУБРИВАТЬ,ДОЛБИТЬ,ВЫЗУБРИВАТЬ,ВЫДОЛБИТЬ,ВЫДАЛБЛИВАТЬ	116227-V,130168-V	
112616-V	ДЕКОРИРОВАТЬ,ЗАДЕКОРИРОВАТЬ	112042-V,111769-V	
112616-V	ДЕКОРИРОВАТЬ,ЗАДЕКОРИРОВАТЬ	109444-V,106632-V,111769-V	
117540-V	ПАТЕНТОВАТЬ,ЗАПАТЕНТОВАТЬ	112042-V,111769-V	
119896-V	ЗАИСКРИТЬСЯ,ИСКРИТЬСЯ	113003-V,113005-V	
119981-V	ПЕРЕЛИВАТЬ,ПЕРЕЛИВАТЬСЯ	113003-V,113005-V	
111579-V	ЗАБРЫЗГИВАТЬ,ОБКАПАТЬ,НАБРЫЗГИВАТЬ,НАБРЫЗГАТЬ,ЗАКАПЫВАТЬ,ЗАКАПАТЬ,ЗАБРЫЗГАТЬ,ОБКАПЫВАТЬ	114637-V,106631-V	покрыть, запачкать каплями что-либо
111579-V	ЗАБРЫЗГИВАТЬ,ОБКАПАТЬ,НАБРЫЗГИВАТЬ,НАБРЫЗГАТЬ,ЗАКАПЫВАТЬ,ЗАКАПАТЬ,ЗАБРЫЗГАТЬ,ОБКАПЫВАТЬ	107013-V,111369-V	покрыть, запачкать каплями что-либо
111579-V	ЗАБРЫЗГИВАТЬ,ОБКАПАТЬ,НАБРЫЗГИВАТЬ,НАБРЫЗГАТЬ,ЗАКАПЫВАТЬ,ЗАКАПАТЬ,ЗАБРЫЗГАТЬ,ОБКАПЫВАТЬ	107325-V,107326-V,146751-V	покрыть, запачкать каплями что-либо
125819-V	ПРОМОЧИТЬ,ВЫМАЧИВАТЬ,ВЫМОЧИТЬ,ПРОМАЧИВАТЬ	114637-V,106631-V	
4719-V	СПЛАВЛЯТЬ,СПЛАВИТЬ	106938-V,106817-V	
4719-V	СПЛАВЛЯТЬ,СПЛАВИТЬ	991-V,106501-V	
5031-V	ПЕРЕЗАХОРАНИВАТЬ,ПЕРЕЗАХОРОНИТЬ,ПЕРЕХОРОНИТЬ	106938-V,106817-V	перенесение тела (останков) умершего человека для повторного захоронения на новом месте
5031-V	ПЕРЕЗАХОРАНИВАТЬ,ПЕРЕЗАХОРОНИТЬ,ПЕРЕХОРОНИТЬ	3663-V,106501-V	перенесение тела (останков) умершего человека для повторного захоронения на новом месте
112177-V	ЗАКАЧАТЬ,ПОКАЧАТЬ,КАЧАТЬ	106938-V,106817-V	перемещать жидкость или газ при помощи насоса
115648-V	ПЕРЕБАЗИРОВАТЬ	106938-V,106817-V	
115653-V	ПЕРЕБРАСЫВАТЬ,ПЕРЕКИНУТЬ,ПЕРЕБРОСИТЬ,ПЕРЕКИДЫВАТЬ,ПЕРЕБРАСЫВАТЬСЯ	106938-V,106817-V	
115654-V	ПЕРЕВАЛИВАТЬ,ПЕРЕВАЛИТЬ	106938-V,106817-V	
116149-V	ПЕРЕКАТИТЬ,ПЕРЕКАТЫВАТЬ	106938-V,106817-V	
118641-V	ЖЕСТИКУЛИРОВАТЬ	106938-V,106817-V	
137928-V	ПЕРЕКАЧАТЬ,ПРОКАЧИВАТЬ,ПЕРЕКАЧИВАТЬ,ПРОКАЧАТЬ	106938-V,106817-V	качая, перемещать жидкость или газ из одного резервуара в другой
116859-V	УМЧАТЬ,УНЕСТИ	124272-V,118058-V	взять чужое без спросу, тайком; украсть
116859-V	УМЧАТЬ,УНЕСТИ	116858-V,140441-V,108870-V	взять чужое без спросу, тайком; украсть
140663-V	ПРИМЧАТЬ,ДОМЧАТЬ,ДОНЕСТИ,ДОНОСИТЬ	124272-V,118058-V	довезти, доставить, домчать
140663-V	ПРИМЧАТЬ,ДОМЧАТЬ,ДОНЕСТИ,ДОНОСИТЬ	115674-V,118058-V,115672-V	довезти, доставить, домчать
142912-V	ПОДСКАЗАТЬ,НАДОУМИТЬ,НАДОУМЛИВАТЬ,ПОДСКАЗЫВАТЬ	107123-V,106877-V	наталкивать кого-либо на какую-либо мысль, поступок, действие и т. д.
142912-V	ПОДСКАЗАТЬ,НАДОУМИТЬ,НАДОУМЛИВАТЬ,ПОДСКАЗЫВАТЬ	137433-V,118574-V	наталкивать кого-либо на какую-либо мысль, поступок, действие и т. д.
142912-V	ПОДСКАЗАТЬ,НАДОУМИТЬ,НАДОУМЛИВАТЬ,ПОДСКАЗЫВАТЬ	116198-V,106542-V	наталкивать кого-либо на какую-либо мысль, поступок, действие и т. д.
112027-V	ОПРАВДЫВАТЬ,ОПРАВДЫВАТЬСЯ,ОПРАВДАТЬСЯ,ОПРАВДАТЬ	112026-V,112933-V,106682-V	получить возмещение, окупиться
112027-V	ОПРАВДЫВАТЬ,ОПРАВДЫВАТЬСЯ,ОПРАВДАТЬСЯ,ОПРАВДАТЬ	116911-V,137422-V,112026-V	получить возмещение, окупиться
114505-V	ОТРАБАТЫВАТЬ,ОТРАБОТАТЬ	112026-V,112933-V,106682-V	
144772-V	ИСКУПИТЬ,ИСКУПАТЬ	112026-V,112933-V,106682-V	
118259-V	ДРЫГАТЬ,ДРЫГНУТЬ,ДЕРГАТЬ,ДЕРНУТЬ	117094-V,106938-V	сделать резкое, отрывистое движение (преим. ногой)
120859-V	МОРГНУТЬ,МИГАТЬ,ЗАМИГАТЬ,МИГНУТЬ,МОРГАТЬ	117094-V,106938-V	
121398-V	ПОВОДИТЬ,ПОВЕСТИ	117094-V,106938-V	двигать, шевелить чем-либо
129239-V	ПЕРЕБИРАТЬ,СУЧИТЬ	117094-V,106938-V	
120912-V	ПРОРЕЦЕНЗИРОВАТЬ,ОТРЕЦЕНЗИРОВАТЬ,РЕЦЕНЗИРОВАТЬ	107009-V,107668-V	
120912-V	ПРОРЕЦЕНЗИРОВАТЬ,ОТРЕЦЕНЗИРОВАТЬ,РЕЦЕНЗИРОВАТЬ	123430-V,106800-V,106898-V	
121723-V	ПРОРЕФЕРИРОВАТЬ,РЕФЕРИРОВАТЬ,ОТРЕФЕРИРОВАТЬ	107009-V,107668-V	делать реферат (краткое изложение чего-либо)
121723-V	ПРОРЕФЕРИРОВАТЬ,РЕФЕРИРОВАТЬ,ОТРЕФЕРИРОВАТЬ	106886-V,106895-V,106542-V	делать реферат (краткое изложение чего-либо)
124261-V	ПЕРЕКОЛАЧИВАТЬ,ПЕРЕБИВАТЬ,ПЕРЕБИТЬ,ПЕРЕКОЛОТИТЬ,ПОБИТЬ	124260-V,107419-V	разбить, раздробить на части всё, многое
4639-V	ЗААСФАЛЬТИРОВАТЬ,АСФАЛЬТИРОВАТЬ	111871-V,107325-V	
4639-V	ЗААСФАЛЬТИРОВАТЬ,АСФАЛЬТИРОВАТЬ	106501-V	
4639-V	ЗААСФАЛЬТИРОВАТЬ,АСФАЛЬТИРОВАТЬ	111413-V,110719-V,107325-V	
154287-V	ПЕРЕКЛАДЫВАТЬ,ПЕРЕЛОЖИТЬ	111871-V,107325-V	сложить, уложить заново, иначе
154287-V	ПЕРЕКЛАДЫВАТЬ,ПЕРЕЛОЖИТЬ	120969-V,107602-V	сложить, уложить заново, иначе
133932-V	ПОДОСПЕВАТЬ,ПОДОСПЕТЬ	115524-V,115522-V	прийти, прибыть вовремя, в нужный момент
133932-V	ПОДОСПЕВАТЬ,ПОДОСПЕТЬ	127601-V,114046-V	прийти, прибыть вовремя, в нужный момент
133932-V	ПОДОСПЕВАТЬ,ПОДОСПЕТЬ	111329-V	прийти, прибыть вовремя, в нужный момент
144617-V	ОГОЛИТЬСЯ,ОГОЛЯТЬСЯ,ОБНАЖИТЬСЯ,ОБНАЖАТЬСЯ	130641-V,121100-V	снимать с себя одежду, делать себя нагим, голым
144617-V	ОГОЛИТЬСЯ,ОГОЛЯТЬСЯ,ОБНАЖИТЬСЯ,ОБНАЖАТЬСЯ	121257-V,108869-V	снимать с себя одежду, делать себя нагим, голым
148756-V	ПЕРЕБРАТЬ,ПЕРЕБИРАТЬ	464-V,106501-V,111375-V	разобрав на части, собрать снова с целью ремонта или исправления ошибки
118896-V	ЗАЧИСТИТЬ,ЗАЧИЩАТЬ	118893-V,111931-V	
118896-V	ЗАЧИСТИТЬ,ЗАЧИЩАТЬ	118892-V,111931-V	
125041-V	ЗАМОРАЖИВАТЬ,ЗАМОРОЗИТЬ	9473-V,117639-V	замораживать
116231-V	КАТИТЬСЯ,ЛЕТЕТЬ,МЕЛЬКАТЬ,НЕСТИСЬ,ПОЛЕТЕТЬ,МЕЛЬКНУТЬ,ПРОНЕСТИСЬ,ПРОМЕЛЬКНУТЬ,ПРОМЧАТЬСЯ,МЧАТЬСЯ,УНОСИТЬСЯ,УНЕСТИСЬ,ПРОЛЕТАТЬ,ПРОЛЕТЕТЬ,ПРОМЕЛЬКИВАТЬ,УМЧАТЬСЯ,ПРОСКОЧИТЬ,ПРОНОСИТЬСЯ,ПОБЕЖАТЬ,ПОМЧАТЬСЯ,БЕЖАТЬ	147589-V,116230-V	
128801-V	РАССЫПАТЬ	116766-V,113386-V	
128801-V	РАССЫПАТЬ	112004-V,111022-V	
128944-V	РУБРИЦИРОВАТЬ	106585-V,106698-V	наличие разделов, система рубрик
128944-V	РУБРИЦИРОВАТЬ	145152-V,106534-V	наличие разделов, система рубрик
141349-V	РАНЖИРОВАТЬ,ПРОРАНЖИРОВАТЬ	106585-V,106698-V	
141349-V	РАНЖИРОВАТЬ,ПРОРАНЖИРОВАТЬ	138362-V,111902-V	
148943-V	ПОСЕЯТЬ	106585-V,106698-V	
148943-V	ПОСЕЯТЬ	126162-V,121187-V,107489-V	
137219-V	ПРЕДСТАВИТЬ,ПРЕДСТАВЛЯТЬ	116952-V,118617-V,107344-V,106702-V	официальный документ, прошение или ходатайство (как правило, о награде)
137219-V	ПРЕДСТАВИТЬ,ПРЕДСТАВЛЯТЬ	130362-V,107360-V,106879-V	официальный документ, прошение или ходатайство (как правило, о награде)
111691-V	СВЕРЯТЬ,СВЕРИТЬ,СЛИЧАТЬ,СЛИЧИТЬ	106695-V,106697-V	
111691-V	СВЕРЯТЬ,СВЕРИТЬ,СЛИЧАТЬ,СЛИЧИТЬ	106517-V,106710-V	
113351-V	ВЫВЕСИТЬ,ВЫВЕШИВАТЬ	106695-V,106697-V	взвешивая, определить или проверить вес
113351-V	ВЫВЕСИТЬ,ВЫВЕШИВАТЬ	110409-V,3649-V	взвешивая, определить или проверить вес
139124-V	ПЕРЕПРОВЕРИТЬ,ПЕРЕПРОВЕРЯТЬ,ПЕРЕПРОВЕРЯТЬСЯ	106695-V,106697-V	
139124-V	ПЕРЕПРОВЕРИТЬ,ПЕРЕПРОВЕРЯТЬ,ПЕРЕПРОВЕРЯТЬСЯ	107602-V,106504-V,110447-V	
120491-V	ДЕЦЕНТРАЛИЗОВАТЬ	120490-V,106585-V,107410-V	децентрализовать; упразднение или ослабление централизации
127538-V	ПИКИРОВАТЬСЯ	106781-V,106648-V	
127538-V	ПИКИРОВАТЬСЯ	127537-V,107094-V	
115708-V	ЩИПАТЬ,УЩИПНУТЬ,ПОЩИПЫВАТЬ,ПОЩИПАТЬ,ЩИПНУТЬ	115709-V,115089-V,115667-V	
118128-V	ЗАВАЛИТЬ,ЗАВАЛИВАТЬ,ПРИВАЛИТЬ	116169-V,107325-V	
118761-V	СБЫВАТЬ,СБЫТЬ	106802-V,106801-V	пристраивать, определять куда-либо, стараясь избавиться, отделаться от кого-либо, чего-либо
118877-V	УВЕРТЫВАТЬСЯ,УВЕРНУТЬСЯ,УВИЛИВАТЬ,УВИЛЬНУТЬ,УВОРАЧИВАТЬСЯ	106802-V,106801-V	
118877-V	УВЕРТЫВАТЬСЯ,УВЕРНУТЬСЯ,УВИЛИВАТЬ,УВИЛЬНУТЬ,УВОРАЧИВАТЬСЯ	116266-V,119796-V	
120244-V	ИЗЖИВАТЬ,ИЗЖИТЬ	106802-V,106801-V	освобождаться, избавляться от чего-либо дурного, нежелательного; искоренять, устранять
120277-V	СБАГРИВАТЬ,СБАГРИТЬ,СПЛАВИТЬ,СПЛАВЛЯТЬ	106802-V,106801-V	
120496-V	ОТДЕЛАТЬСЯ,ОТКРУТИТЬСЯ,ОТДЕЛЫВАТЬСЯ,ОТВЯЗЫВАТЬСЯ,ОТМАЗАТЬСЯ,ОТВЯЗАТЬСЯ,ОТМАЗЫВАТЬСЯ,ОТВЕРТЫВАТЬСЯ,ОТВЕРТЕТЬСЯ,ОТБРЫКИВАТЬСЯ,ОТБРЫКАТЬСЯ,УЛИЗНУТЬ,ОТБОЯРИТЬСЯ,ОТБОЯРИВАТЬСЯ	106802-V,106801-V	уклониться, отделаться от чего-либо
120496-V	ОТДЕЛАТЬСЯ,ОТКРУТИТЬСЯ,ОТДЕЛЫВАТЬСЯ,ОТВЯЗЫВАТЬСЯ,ОТМАЗАТЬСЯ,ОТВЯЗАТЬСЯ,ОТМАЗЫВАТЬСЯ,ОТВЕРТЫВАТЬСЯ,ОТВЕРТЕТЬСЯ,ОТБРЫКИВАТЬСЯ,ОТБРЫКАТЬСЯ,УЛИЗНУТЬ,ОТБОЯРИТЬСЯ,ОТБОЯРИВАТЬСЯ	117765-V,117017-V	уклониться, отделаться от чего-либо
